question,similar_question,expected_tag,predicted_tag,expected_answer,predicted_answer,probability,time_taken
পোস্টাল ভোট বিডি অ্যাপের সহায়তা পাতায় কী থাকে?,পোস্টাল ভোটিং অ্যাপের সহায়তা সেকশনে কী পাওয়া যায়,help_center_contents,help_center_definition,"সহায়তা কেন্দ্রে নিম্নলিখিত তথ্য এবং সেবাগুলি পাওয়া যায় । প্রায়শই জিজ্ঞাসিত প্রশ্ন (FAQ): সাধারণ প্রশ্নের উত্তর, ভোটদান প্রক্রিয়া সম্পর্কিত তথ্য এবং সমস্যা সমাধানের দ্রুত উপায়। ভিডিও টিউটোরিয়াল: ধাপে ধাপে ভোটদান প্রক্রিয়া এবং অ্যাপ ব্যবহারের নির্দেশনা। দেশভিত্তিক কল সেন্টার: আপনার বর্তমান অবস্থান অনুযায়ী স্থানীয় ভাষায় সহায়তা পাওয়ার জন্য হটলাইন নম্বর এবং কর্মঘণ্টা। ব্যবহারকারী গাইড: সম্পূর্ণ ব্যবহার নির্দেশিকা, প্রতিটি ফিচারের বিস্তারিত ব্যাখ্যা এবং সমস্যা সমাধানের টিপস। প্রযুক্তিগত সহায়তা: অ্যাপ সংক্রান্ত সমস্যা, লগইন সমস্যা বা QR কোড স্ক্যানিং সহায়তা সমাধান।","সহায়তা কেন্দ্র মেনু থেকে ব্যবহারকারীরা সম্পূর্ণ সহায়থা এবং নির্দেশনা পেতে পারবেন। এই অংশে ভোটদান প্রক্রিয়ার প্রতিটি ধাপে সাহায্যের জন্য বিভিন্ন মাধ্যম এবং শিক্ষামূলক উপকরণ রয়েছে। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9937419295310974,0.07867026329040527
Postal Vote BD অ্যাপের সহায়ক বিভাগে কী সরবরাহ করা হয়?,postal vote bd অ্যাপের সাহায্যযোগাযোগ অপশনটি কোথায় রাখা হয়েছে,help_center_contents,help_contact_location,"সহায়তা কেন্দ্রে নিম্নলিখিত তথ্য এবং সেবাগুলি পাওয়া যায় । প্রায়শই জিজ্ঞাসিত প্রশ্ন (FAQ): সাধারণ প্রশ্নের উত্তর, ভোটদান প্রক্রিয়া সম্পর্কিত তথ্য এবং সমস্যা সমাধানের দ্রুত উপায়। ভিডিও টিউটোরিয়াল: ধাপে ধাপে ভোটদান প্রক্রিয়া এবং অ্যাপ ব্যবহারের নির্দেশনা। দেশভিত্তিক কল সেন্টার: আপনার বর্তমান অবস্থান অনুযায়ী স্থানীয় ভাষায় সহায়তা পাওয়ার জন্য হটলাইন নম্বর এবং কর্মঘণ্টা। ব্যবহারকারী গাইড: সম্পূর্ণ ব্যবহার নির্দেশিকা, প্রতিটি ফিচারের বিস্তারিত ব্যাখ্যা এবং সমস্যা সমাধানের টিপস। প্রযুক্তিগত সহায়তা: অ্যাপ সংক্রান্ত সমস্যা, লগইন সমস্যা বা QR কোড স্ক্যানিং সহায়তা সমাধান।","হোম স্ক্রিনের উপরের ডান দিকে সাহায্য মেনু আইকন আছে। সেখান থেকে সহায়তা পেতে পারেন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9822304248809814,0.10870981216430664
পোস্টাল ভোট BD অ্যাপের হেল্প মেনু কী?,পোস্টাল ভোট bd অ্যাপে হেল্প থেকে ঠিক কী কী পাওয়া যায়,help_center_definition,help_center_contents,সহায়তা কেন্দ্র মেনু থেকে ব্যবহারকারীরা সম্পূর্ণ সহায়থা এবং নির্দেশনা পেতে পারবেন। এই অংশে ভোটদান প্রক্রিয়ার প্রতিটি ধাপে সাহায্যের জন্য বিভিন্ন মাধ্যম এবং শিক্ষামূলক উপকরণ রয়েছে।,"সহায়তা কেন্দ্রে নিম্নলিখিত তথ্য এবং সেবাগুলি পাওয়া যায় ।
প্রায়শই জিজ্ঞাসিত প্রশ্ন (FAQ): সাধারণ প্রশ্নের উত্তর, ভোটদান প্রক্রিয়া সম্পর্কিত তথ্য এবং সমস্যা সমাধানের দ্রুত উপায়।
ভিডিও টিউটোরিয়াল: ধাপে ধাপে ভোটদান প্রক্রিয়া এবং অ্যাপ ব্যবহারের নির্দেশনা।
দেশভিত্তিক কল সেন্টার: আপনার বর্তমান অবস্থান অনুযায়ী স্থানীয় ভাষায় সহায়তা পাওয়ার জন্য হটলাইন নম্বর এবং কর্মঘণ্টা।
ব্যবহারকারী গাইড: সম্পূর্ণ ব্যবহার নির্দেশিকা, প্রতিটি ফিচারের বিস্তারিত ব্যাখ্যা এবং সমস্যা সমাধানের টিপস।
প্রযুক্তিগত সহায়তা: অ্যাপ সংক্রান্ত সমস্যা, লগইন সমস্যা বা QR কোড স্ক্যানিং সহায়তা সমাধান। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9877414107322693,0.08502078056335449
পোস্টাল ভোট বিডি অ্যাপের সাপোর্ট পেতে কাদের সাথে কথা বলব?,পোস্টাল ভোট বিডি অ্যাপের সাহায্য পেতে কাকে,help_contact_location,unable_to_answer,হোম স্ক্রিনের উপরের ডান দিকে সাহায্য মেনু আইকন আছে। সেখান থেকে সহায়তা পেতে পারেন।,"দুঃখিত, আপনার প্রশ্নের উত্তরটি আমার জানা নেই। আপনার এই প্রশ্নের উত্তর জানতে ১০৫-এ কল করে সরাসরি আমাদের প্রতিনিধির সাথে কথা বলুন, ধন্যবাদ। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9864971041679382,0.10132098197937012
পোস্টাল ভোট বিডি অ্যাপ নিয়ে সমস্যা হলে সাহায্য কার কাছে চাইব?,পোস্টাল ভোট বিডি অ্যাপের সাহায্য পেতে কাকে,help_contact_location,unable_to_answer,হোম স্ক্রিনের উপরের ডান দিকে সাহায্য মেনু আইকন আছে। সেখান থেকে সহায়তা পেতে পারেন।,"দুঃখিত, আপনার প্রশ্নের উত্তরটি আমার জানা নেই। আপনার এই প্রশ্নের উত্তর জানতে ১০৫-এ কল করে সরাসরি আমাদের প্রতিনিধির সাথে কথা বলুন, ধন্যবাদ। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9884524345397949,0.1028892993927002
পোস্টাল ভোট বিডি অ্যাপের সাপোর্ট টিমের সাথে কীভাবে যোগাযোগ করব?,পোস্টাল ভোট বিডি অ্যাপে লগইন করতে সমস্যা হলে আমি কাকে যোগাযোগ করবো নির্দিষ্ট অফিসের ফোন নম্বর,help_contact_location,unable_to_answer,হোম স্ক্রিনের উপরের ডান দিকে সাহায্য মেনু আইকন আছে। সেখান থেকে সহায়তা পেতে পারেন।,"দুঃখিত, আপনার প্রশ্নের উত্তরটি আমার জানা নেই। আপনার এই প্রশ্নের উত্তর জানতে ১০৫-এ কল করে সরাসরি আমাদের প্রতিনিধির সাথে কথা বলুন, ধন্যবাদ। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9801470041275024,0.10771632194519043
পোস্টাল ভোট বিডি অ্যাপ সংক্রান্ত সাহায্য পেতে কাকে যোগাযোগ করবো?,পোস্টাল ভোট বিডি অ্যাপের সাহায্য পেতে কাকে,help_contact_location,unable_to_answer,হোম স্ক্রিনের উপরের ডান দিকে সাহায্য মেনু আইকন আছে। সেখান থেকে সহায়তা পেতে পারেন।,"দুঃখিত, আপনার প্রশ্নের উত্তরটি আমার জানা নেই। আপনার এই প্রশ্নের উত্তর জানতে ১০৫-এ কল করে সরাসরি আমাদের প্রতিনিধির সাথে কথা বলুন, ধন্যবাদ। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.99042809009552,0.08127284049987793
পোস্টাল ভোট বিডি অ্যাপের সাহায্যের জন্য কার সঙ্গে যোগাযোগ করা উচিত?,পোস্টাল ভোট বিডি অ্যাপের সাহায্য পেতে কাকে,help_contact_location,unable_to_answer,হোম স্ক্রিনের উপরের ডান দিকে সাহায্য মেনু আইকন আছে। সেখান থেকে সহায়তা পেতে পারেন।,"দুঃখিত, আপনার প্রশ্নের উত্তরটি আমার জানা নেই। আপনার এই প্রশ্নের উত্তর জানতে ১০৫-এ কল করে সরাসরি আমাদের প্রতিনিধির সাথে কথা বলুন, ধন্যবাদ। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9898155331611633,0.10182929039001465
পোস্টাল ভোট বিডি অ্যাপের সাপোর্ট/হেল্প সেবায় কী কী অন্তর্ভুক্ত রয়েছে?,পোস্টাল ভোট বাংলাদেশ অ্যাপের সাপোর্ট সেন্টার থেকে কী ধরণের সহায়তা মেলে,help_service_key_points,help_center_contents,"পোস্টাল ভোট বিডি অ্যাপের সেবা গুলো হলো- (১) ইহা বিনা মুল্যে পাওয়া যায়, (২) প্রতিটি দেশে ২৪/৭ সহায়তা পাওয়া যায়, (৩) আপনার তথ্য গোপন থাকবে।","সহায়তা কেন্দ্রে নিম্নলিখিত তথ্য এবং সেবাগুলি পাওয়া যায় ।
প্রায়শই জিজ্ঞাসিত প্রশ্ন (FAQ): সাধারণ প্রশ্নের উত্তর, ভোটদান প্রক্রিয়া সম্পর্কিত তথ্য এবং সমস্যা সমাধানের দ্রুত উপায়।
ভিডিও টিউটোরিয়াল: ধাপে ধাপে ভোটদান প্রক্রিয়া এবং অ্যাপ ব্যবহারের নির্দেশনা।
দেশভিত্তিক কল সেন্টার: আপনার বর্তমান অবস্থান অনুযায়ী স্থানীয় ভাষায় সহায়তা পাওয়ার জন্য হটলাইন নম্বর এবং কর্মঘণ্টা।
ব্যবহারকারী গাইড: সম্পূর্ণ ব্যবহার নির্দেশিকা, প্রতিটি ফিচারের বিস্তারিত ব্যাখ্যা এবং সমস্যা সমাধানের টিপস।
প্রযুক্তিগত সহায়তা: অ্যাপ সংক্রান্ত সমস্যা, লগইন সমস্যা বা QR কোড স্ক্যানিং সহায়তা সমাধান। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9871239066123962,0.10178232192993164
পোস্টাল ভোট বিডি অ্যাপের সহায়তা ও সাপোর্টে কোন কোন মূল বিষয় পাওয়া যায়?,পোস্টাল ভোটিং অ্যাপের সহায়তা সেকশনে কী পাওয়া যায়,help_service_key_points,help_center_definition,"পোস্টাল ভোট বিডি অ্যাপের সেবা গুলো হলো- (১) ইহা বিনা মুল্যে পাওয়া যায়, (২) প্রতিটি দেশে ২৪/৭ সহায়তা পাওয়া যায়, (৩) আপনার তথ্য গোপন থাকবে।","সহায়তা কেন্দ্র মেনু থেকে ব্যবহারকারীরা সম্পূর্ণ সহায়থা এবং নির্দেশনা পেতে পারবেন। এই অংশে ভোটদান প্রক্রিয়ার প্রতিটি ধাপে সাহায্যের জন্য বিভিন্ন মাধ্যম এবং শিক্ষামূলক উপকরণ রয়েছে। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9913092255592346,0.10124969482421875
NID পোর্টালের মাধ্যমে ভুল তথ্য সংশোধনের জন্য কীভাবে আবেদন করব?,এনআইডি তথ্য সংশোধনের অনলাইন আবেদন ফরমে ভুল হলে ঠিক করার উপায় কী,how_to_apply_for_correction_in_online_portal,birth_certificate_number_correct_or_add_document_new_followup_d,প্রথমে services.nidw.gov.bd/ ওয়েবসাইট ভিজিট করে একাউন্ট রেজিস্ট্রেশন করুন এবং নির্ধারিত ফী প্রদান পূর্বক এনআইডি সংশোধনের আবেদন করুন।,"অনলাইন ফর্ম পূরণের সময় ভুল হলে আপনার নিজ থানা/উপজেলা নির্বাচন অফিসে যোগাযোগ করবেন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9831192493438721,0.11676192283630371
এনআইডি পোর্টাল দিয়ে কীভাবে করেকশন আবেদন শুরু করব?,এনআইডি অনলাইন পোর্টালে আবেদন করার ধাপগুলো একে একে বুঝিয়ে দেবেন,how_to_apply_for_correction_in_online_portal,how_to_apply_for_correction_in_online_portal_followup_c,প্রথমে services.nidw.gov.bd/ ওয়েবসাইট ভিজিট করে একাউন্ট রেজিস্ট্রেশন করুন এবং নির্ধারিত ফী প্রদান পূর্বক এনআইডি সংশোধনের আবেদন করুন।,"প্রথমে services.nidw.gov.bd/ ওয়েবসাইট ভিজিট করে একাউন্ট রেজিস্ট্রেশন করুন এবং নির্ধারিত ফী প্রদান পূর্বক এনআইডি সংশোধনের আবেদন করুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9756782054901123,0.10684847831726074
NID পোর্টাল থেকে ভুল তথ্য সংশোধনের আবেদন করতে কী করতে হবে?,এনআইডি তথ্য সংশোধনের অনলাইন আবেদন ফরমে ভুল হলে ঠিক করার উপায় কী,how_to_apply_for_correction_in_online_portal,birth_certificate_number_correct_or_add_document_new_followup_d,প্রথমে services.nidw.gov.bd/ ওয়েবসাইট ভিজিট করে একাউন্ট রেজিস্ট্রেশন করুন এবং নির্ধারিত ফী প্রদান পূর্বক এনআইডি সংশোধনের আবেদন করুন।,"অনলাইন ফর্ম পূরণের সময় ভুল হলে আপনার নিজ থানা/উপজেলা নির্বাচন অফিসে যোগাযোগ করবেন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9842230081558228,0.10350823402404785
"পূর্বের জাতীয় পরিচয়পত্রে স্বামীর নাম ছিল, বর্তমানটা থেকে কেন বাদ পড়েছে?",স্মার্ট জাতীয় পরিচয়পত্রে স্বামীর নাম কেন সরিয়ে দেওয়া হলো,husband_name_previous_card,no_husband_name_in_smart_card,বর্তমানে জাতীয় পরিচয়পত্রে স্বামীর নাম দৃশ্যমান থাকে না। স্বামীর নাম জাতীয় পরিচয়পত্র ডাটাবেজে সংরক্ষিত থাকে।,"আন্তর্জাতিক মানদন্ড বজায় রাখার জন্য জাতীয় পরিচয়পত্রে শুধুমাত্র পিতামাতার নাম প্রদর্শিত হয়। স্বামীর নামসহ অন্যান্য তথ্যাদি এনআইডি সার্ভারে সংরক্ষিত থাকে। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.976413369178772,0.09900569915771484
"আমার আগের এনআইডি কার্ডে স্বামীর নাম ছিল, নতুন স্মার্ট কার্ডে নেই কেন?",আগের আইডি কার্ডে স্বামীর নাম ছিলো স্মার্ট কার্ডে স্বামীর নাম নাই কেন,husband_name_previous_card,no_husband_name_in_smart_card,বর্তমানে জাতীয় পরিচয়পত্রে স্বামীর নাম দৃশ্যমান থাকে না। স্বামীর নাম জাতীয় পরিচয়পত্র ডাটাবেজে সংরক্ষিত থাকে।,"আন্তর্জাতিক মানদন্ড বজায় রাখার জন্য জাতীয় পরিচয়পত্রে শুধুমাত্র পিতামাতার নাম প্রদর্শিত হয়। স্বামীর নামসহ অন্যান্য তথ্যাদি এনআইডি সার্ভারে সংরক্ষিত থাকে। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9905884861946106,0.10611820220947266
স্মার্ট জাতীয় পরিচয়পত্রে স্বামীর নাম না থাকা কি স্বাভাবিক? কেন?,স্মার্ট জাতীয় পরিচয়পত্রে স্বামীর নাম না পাওয়া কি স্বাভাবিক প্রক্রিয়া,husband_name_previous_card,no_husband_name_in_smart_card,বর্তমানে জাতীয় পরিচয়পত্রে স্বামীর নাম দৃশ্যমান থাকে না। স্বামীর নাম জাতীয় পরিচয়পত্র ডাটাবেজে সংরক্ষিত থাকে।,"আন্তর্জাতিক মানদন্ড বজায় রাখার জন্য জাতীয় পরিচয়পত্রে শুধুমাত্র পিতামাতার নাম প্রদর্শিত হয়। স্বামীর নামসহ অন্যান্য তথ্যাদি এনআইডি সার্ভারে সংরক্ষিত থাকে। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9897491931915283,0.09579849243164062
আগের জাতীয় পরিচয়পত্রে স্বামীর নাম ছিল; এখনকারটিতে অনুপস্থিত কেন?,স্মার্ট জাতীয় পরিচয়পত্রে স্বামীর নাম অনুপস্থিত কেন,husband_name_previous_card,no_husband_name_in_smart_card,বর্তমানে জাতীয় পরিচয়পত্রে স্বামীর নাম দৃশ্যমান থাকে না। স্বামীর নাম জাতীয় পরিচয়পত্র ডাটাবেজে সংরক্ষিত থাকে।,"আন্তর্জাতিক মানদন্ড বজায় রাখার জন্য জাতীয় পরিচয়পত্রে শুধুমাত্র পিতামাতার নাম প্রদর্শিত হয়। স্বামীর নামসহ অন্যান্য তথ্যাদি এনআইডি সার্ভারে সংরক্ষিত থাকে। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.97951340675354,0.09921050071716309
জাতীয় পরিচয়পত্রের নতুন ফরম্যাটে স্বামীর নাম না থাকার কারণ কী?,নতুন স্মার্ট পরিচয়পত্রে স্বামীর নাম অনুপস্থিত কেন এমন ব্যবস্থা,husband_name_previous_card,no_husband_name_in_smart_card,বর্তমানে জাতীয় পরিচয়পত্রে স্বামীর নাম দৃশ্যমান থাকে না। স্বামীর নাম জাতীয় পরিচয়পত্র ডাটাবেজে সংরক্ষিত থাকে।,"আন্তর্জাতিক মানদন্ড বজায় রাখার জন্য জাতীয় পরিচয়পত্রে শুধুমাত্র পিতামাতার নাম প্রদর্শিত হয়। স্বামীর নামসহ অন্যান্য তথ্যাদি এনআইডি সার্ভারে সংরক্ষিত থাকে। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9842734336853027,0.09671664237976074
পোস্টাল ভোট বিডি অ্যাপে লাইভনেস চেকআপ দিতে কী কী না করা উচিত?,পোস্টাল ভোট বিডি অ্যাপে লাইভনেস চেকআপে কী কী করতে হয়,liveness_check_avoid,liveness_check_steps,"চশমা পরবেন না, মাস্ক বা মুখ ঢাকবেন না, টুপি বা মাথা ঢাকবেন না, খুব দ্রুত নড়াচড়া করবেন না।","মুখ সোজা রাখুন, মাথা ডানদিকে ঘোরান, মাথা বামদিকে ঘোরান, চোখের পলক ফেলুন, মৃদু হাসুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9932665824890137,0.10089254379272461
পোস্টাল ভোট বিডি অ্যাপ ব্যবহার করে লাইভনেস চেক করতে গেলে কোন বিষয়গুলো না করাই ভালো?,পোস্টাল ভোট বিডি অ্যাপে লাইভনেস চেকআপে কী কী করতে হয়,liveness_check_avoid,liveness_check_steps,"চশমা পরবেন না, মাস্ক বা মুখ ঢাকবেন না, টুপি বা মাথা ঢাকবেন না, খুব দ্রুত নড়াচড়া করবেন না।","মুখ সোজা রাখুন, মাথা ডানদিকে ঘোরান, মাথা বামদিকে ঘোরান, চোখের পলক ফেলুন, মৃদু হাসুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9864624738693237,0.1010129451751709
লাইভনেস চেক করার সময় পোস্টাল ভোট বিডি অ্যাপে কী কী কাজ করা যাবে না?,পোস্টাল ভোট বিডি অ্যাপে লাইভনেস চেকআপে কী কী করতে হয়,liveness_check_avoid,liveness_check_steps,"চশমা পরবেন না, মাস্ক বা মুখ ঢাকবেন না, টুপি বা মাথা ঢাকবেন না, খুব দ্রুত নড়াচড়া করবেন না।","মুখ সোজা রাখুন, মাথা ডানদিকে ঘোরান, মাথা বামদিকে ঘোরান, চোখের পলক ফেলুন, মৃদু হাসুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9861672520637512,0.10441422462463379
পোস্টাল ভোট বিডি অ্যাপের লাইভনেস চেকআপ চলাকালীন কোন বিষয়গুলো পরিহার করা প্রয়োজন?,পোস্টাল ভোট বিডি অ্যাপে লাইভনেস চেকআপ কী এবং কেন প্রয়োজন,liveness_check_avoid,liveness_check_purpose,"চশমা পরবেন না, মাস্ক বা মুখ ঢাকবেন না, টুপি বা মাথা ঢাকবেন না, খুব দ্রুত নড়াচড়া করবেন না।","লাইভনেস চেকআপ নিশ্চিত করে যে আপনি একজন জীবিত মানুষ, কোনো ছবি বা ভিডিও নয়। এটি নিরাপত্তার জন্য অত্যন্ত গুরুত্বপূর্ণ। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9876874685287476,0.1192469596862793
"পোস্টাল ভোট বিডি তে সাইন আপ করেছি, এখন সাইন ইন করার পদ্ধতি কী?",পোস্টাল ভোট bd তে প্রবেশ করতে কী দিয়ে সাইন ইন করব,login_after_registration,login_credentials_required,আপনার মোবাইল নম্বর এবং নতুন পাসওয়ার্ড দিয়ে লগইন করুন।,"আপনার মোবাইল নম্বর এবং পাসওয়ার্ড দিয়ে লগইন করুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9857592582702637,0.10442876815795898
"পোস্টাল ভোট বিডি তে নিবন্ধিত হয়েছি, এখন সাইন-ইন করার উপায় কী?",পোস্টাল ভোট bd তে প্রবেশ করতে কী দিয়ে সাইন ইন করব,login_after_registration,login_credentials_required,আপনার মোবাইল নম্বর এবং নতুন পাসওয়ার্ড দিয়ে লগইন করুন।,"আপনার মোবাইল নম্বর এবং পাসওয়ার্ড দিয়ে লগইন করুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9850380420684814,0.0988919734954834
পোস্টাল ভোট বিডি তে অ্যাকাউন্ট খোলার পর লগইন কীভাবে করতে হবে?,পোস্টাল ভোট বিডি সিস্টেমে লগইন করতে কী দরকার,login_after_registration,login_credentials_required,আপনার মোবাইল নম্বর এবং নতুন পাসওয়ার্ড দিয়ে লগইন করুন।,"আপনার মোবাইল নম্বর এবং পাসওয়ার্ড দিয়ে লগইন করুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9854965806007385,0.10256052017211914
পোস্টাল ভোট বিডি তে রেজিস্ট্রেশন শেষে কীভাবে সাইন ইন করব?,পোস্টাল ভোট বিডিতে সাইন ইন করতে ইউজার আইডি কী হবে,login_after_registration,login_credentials_required,আপনার মোবাইল নম্বর এবং নতুন পাসওয়ার্ড দিয়ে লগইন করুন।,"আপনার মোবাইল নম্বর এবং পাসওয়ার্ড দিয়ে লগইন করুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9841120839118958,0.09676241874694824
পোস্টাল ভোট বিডি অ্যাপে রেজিস্ট্রেশন করা আছে—লগইন করার ধাপগুলো কী?,পোস্টাল ভোট বিডি অ্যাপের রেজিস্ট্রেশনের ধাপগুলো কী কী আছে,login_after_registration,registration_steps_count,আপনার মোবাইল নম্বর এবং নতুন পাসওয়ার্ড দিয়ে লগইন করুন।,"নিবন্ধন প্রক্রিয়ায় মোট চারটি প্রধান ধাপ আছে: ১. জাতীয় পরিচয়পত্র যাচাইকরণ, ২. লাইভনেস চেকআপ ৩. NID কার্ড সহ সেলফি যাচাইকরণ, ৪. পাসপোর্ট এবং বিদেশী ঠিকানা তথ্য প্রদান। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9788585901260376,0.1065371036529541
"পোস্টাল ভোট বিডি অ্যাপে লগইন করতে গেলে পেজ আসে না, এর কারণ কী?",পোস্টাল ভোট bd অ্যাপ লগইন পেজই আসে না সমাধান কী,login_page_not_opening,app_not_opening_troubleshoot,ইন্টারনেট সংযোগ চেক করুন এবং অ্যাপ আবার খুলুন।,"আপনার ইন্টারনেট সংযোগ ও GPS চালু আছে কিনা যাচাই করুন। VPN চালু থাকলে তা বন্ধ করুন। ডিভাইস রুট হয়েছে কিনা যাচাই করুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.991121768951416,0.09979629516601562
পোস্টাল ভোট বিডি অ্যাপে লগইন পেজ আসছে না বলে লগইন করতে পারছি না; কেন হচ্ছে?,পোস্টাল ভোট bd অ্যাপ লগইন পেজই আসে না সমাধান কী,login_page_not_opening,app_not_opening_troubleshoot,ইন্টারনেট সংযোগ চেক করুন এবং অ্যাপ আবার খুলুন।,"আপনার ইন্টারনেট সংযোগ ও GPS চালু আছে কিনা যাচাই করুন। VPN চালু থাকলে তা বন্ধ করুন। ডিভাইস রুট হয়েছে কিনা যাচাই করুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9905955195426941,0.10863471031188965
Postal Vote BD অ্যাপে সাইন-ইন করার সময় কী কী নিরাপত্তা নির্দেশনা মানতে হবে?,postal vote bd অ্যাপ ব্যবহারকারীদের জন্য নিরাপত্তা সম্পর্কিত কী নিয়ম বলেছে,login_safety_precautions,security_best_practices,নিশ্চিত করুন যে সঠিক মোবাইল নম্বর এবং পাসওয়ার্ড ব্যবহার করছেন এবং পাসওয়ার্ড কারও সাথে শেয়ার করবেন না।,"নিরাপত্তার জন্য কাজ শেষে লগআউট করার অভ্যাস করুন, বিশেষ করে পাবলিক স্থানে ব্যবহারের পর অবশ্যই লগআউট করুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9853115081787109,0.11069512367248535
পোস্টাল ভোট বিডি অ্যাপে লগইনের সময় কোন ভুলগুলো এড়িয়ে চলা উচিত?,পোস্টাল ভোট বিডি অ্যাপে কাজ করতে গিয়ে কোন কোন সাধারণ ভুল এড়াতে হবে,login_safety_precautions,instruction_following_tips,নিশ্চিত করুন যে সঠিক মোবাইল নম্বর এবং পাসওয়ার্ড ব্যবহার করছেন এবং পাসওয়ার্ড কারও সাথে শেয়ার করবেন না।,"ধীরে ধীরে এবং স্বাভাবিকভাবে নির্দেশনা অনুসরণ করুন, মোবাইল স্থির রাখুন, ফ্রেমের মধ্যে মুখ রাখুন, পর্যাপ্ত আলোকিত স্থানে থাকুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9861240386962891,0.1033945083618164
পোস্টাল ভোট বিডি অ্যাপে লগইন করার সময় কী কী নিরাপত্তা পদক্ষেপ নেয়া উচিত?,পোস্টাল ভোট বিডি অ্যাপের নিরাপত্তা নিশ্চিত করতে ব্যবহারকারীর কী করণীয়,login_safety_precautions,security_best_practices,নিশ্চিত করুন যে সঠিক মোবাইল নম্বর এবং পাসওয়ার্ড ব্যবহার করছেন এবং পাসওয়ার্ড কারও সাথে শেয়ার করবেন না।,"নিরাপত্তার জন্য কাজ শেষে লগআউট করার অভ্যাস করুন, বিশেষ করে পাবলিক স্থানে ব্যবহারের পর অবশ্যই লগআউট করুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9882621765136719,0.10164427757263184
Postal Vote BD অ্যাপে ফোন নম্বর প্রবেশের স্থানটি কোথায়?,postal vote bd অ্যাপের পাওয়া যাওয়ার জায়গা কোনটি,mobile_number_entry,app_download_sources,দেশ নির্বাচনের পর মোবাইল নম্বর পেজে আপনার নম্বর লিখুন। আপনি যে দেশে আছেন সেই দেশের মোবাইল নম্বর দিতে পারবেন।,"Google Play Store বা Apple App Store -এ পাবেন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9827470779418945,0.0844423770904541
